Close Price,Total Traded Quantity,Turnover (in lacs),No. of Contracts
1329.1,1094087,14571.38825,5306
1366.85,1306098,17733.93593,10253
1424.45,1101487,15492.02197,7793
1455.35,1329574,19136.96394,8497
1406.15,1603168,22603.14734,8834
1382.45,937766,13129.42149,5943
1324.5,2431914,32268.39006,11215
1251.5,4293576,54516.28713,16519
1245.75,3133521,39924.82068,18037
1323.55,2103044,27345.78864,13765
1320.65,1774092,23449.3984,11193
1303.35,2513689,32724.34552,12328
1297.6,1995674,25953.5692,11258
1309.35,1938887,25317.64955,11226
1270.9,1471260,18848.28003,9344
1318.35,1862798,24406.25691,12051
1311.65,1171119,15415.95924,7519
1314.1,566107,7436.972814,4869
1322,518834,6821.331559,6275
1316.6,415449,5477.302048,5329
1288.9,714182,9262.693997,8823
1312.4,788582,10297.55637,9668
1333.8,1410092,18671.57291,13273
1350.1,902611,12181.78316,5044
1367.65,1053220,14338.84722,11542
1347.95,1383815,18743.40386,6312
1310.9,1749878,23035.3705,7515
1305.85,793434,10373.03733,5957
1280.65,2409583,30923.42942,9962
1254.6,1614057,20652.05895,9819
1300.2,2508622,32294.61646,11356
1313.35,2592040,33855.9304,10596
1265.45,1144848,14739.21851,9068
1201.6,2692770,33213.65245,17279
1229,2063871,25308.64182,15058
1278.25,2940254,37449.00284,18244
1280.1,1591785,20427.63873,13333
1285.1,2582837,33199.77445,26951
1287.05,2037127,26178.50199,8822
1325.75,3262159,43336.87281,15077
1297.2,2648349,34958.50016,19406
1298.95,2875539,37804.62158,15155
1253.5,2604734,32914.04278,10692
1242.2,1944281,24226.98125,9462
1242.65,1620065,20188.18412,6953
1225.05,1709919,21051.34513,9276
1256.35,983587,12273.02373,7767
1222.6,1810354,22458.54233,10426
1228.55,982536,12082.00955,5609
1190.7,1266946,15197.63232,7024
1160.65,1759397,20658.03685,10611
1165.55,1883525,22035.4547,10309
1221.7,1441279,17192.52735,9148
1270.05,1310413,16432.76019,6824
1274.8,1399151,17787.39511,8662
1296.8,1648304,21323.96287,8628
1317.5,1475778,19331.01481,10817
1296.8,2099458,27615.45406,13410
1306.95,1077947,13994.93355,9542
1264.65,1025733,13062.46201,12180
1255,939210,11879.82202,11703
1190.35,2009530,24310.38831,15578
1232.5,1679658,20414.40351,9012
1218.55,1839901,22930.43893,13461
1288.8,1411011,17916.76937,10192
1309.8,2269095,29275.03071,18983
1328.3,1629482,21642.68705,10055
1283.4,1115941,14318.52732,9163
1311.5,986796,12865.08837,6819
1300.95,1333258,17455.72176,8486
1285.05,694119,8902.455167,6245
1265.7,1268319,16149.32509,8186
1290.35,968755,12437.87464,6635
1282.95,1490386,19084.35376,10362
1318.6,1492511,19610.41706,9422
1291.1,1689672,22014.30775,12173
1269.2,1549179,19746.30666,9376
1279.35,588554,7514.077571,6257
1295.9,775686,10044.00573,6358
1315.4,924235,12099.7085,6657
1319.45,1208316,15959.83524,8229
1364.95,1947999,26359.53038,14042
1384.25,1456980,20158.57302,8496
1422.15,2493596,35198.71591,16013
1426.45,1174433,16719.21609,12123
1403.85,2618567,36959.39584,17244
1407.75,1069318,14935.722,7115
1432.1,1091468,15587.56206,7824
1424.75,1007374,14335.88351,7807
1428.95,1694291,24198.83826,8803
1445.75,1257062,18124.48808,9622
1449.7,1565244,22655.63941,8712
1409.85,1577093,22347.00552,9630
1438.3,1172077,16705.85032,10281
1429.9,1382505,19846.25319,8903
1389.8,1421665,20059.78764,9671
1409.35,861105,12079.33185,8371
1448,756970,10848.51224,9842
1447.55,984845,14259.0558,7856
1377.3,4101749,56902.63599,33037
1356.35,2818608,38176.26807,19807
1343.85,1927097,25929.47624,12667
1333.7,2127035,28487.80291,16750
1286.6,3098248,40188.17537,16275
1276.45,1873540,23915.49567,11071
1230.4,4423229,55148.10062,23419
1235.6,2835837,34962.83652,16518
1209.85,1652077,20193.14711,11172
1258.2,2316334,28823.46217,14646
1237.75,1015377,12616.14036,8754
1228.7,1482566,18241.07091,8883
1228.25,1655062,20415.52781,8748
1205.65,1302309,15862.54638,9841
1244.7,2002243,24864.25153,16387
1224.4,793289,9725.04074,8987
1219.4,1143355,13965.37411,9590
1217.95,1296354,15759.07464,9357
1214.65,707675,8600.141654,6622
1220.9,1253819,15313.20251,10103
1188,1519123,18140.28119,14955
1202.4,1259326,15133.23257,16725
1181.65,1327550,15715.094,16512
1208.4,1261162,15102.78992,20706
1220.6,1634164,19911.86786,12254
1245.25,1199619,14863.33528,8615
1282.5,2182281,27745.04312,11828
1278.25,792282,10133.0661,8058
1273.75,867797,11037.26467,6644
1242.75,1413508,17794.66693,10587
1235.45,1886949,23135.94398,8162
1244.65,1043816,12980.85536,6880
1228.75,1382341,16961.58392,8519
1246.4,1049055,13022.44888,9084
1235.15,812045,10026.13675,6859
1233.3,1111075,13646.36744,7678
1260.05,1054703,13205.94767,8421
1224.4,1256065,15564.65691,9195
1217.85,2721246,33091.6611,12699
1222.55,1261081,15449.75385,8211
1226.4,1426140,17474.68812,9996
1241.85,1295258,16131.99848,13153
1254.65,1429712,17948.94597,10953
1244.35,954141,11866.42806,7343
1272.25,1089884,13835.68408,13115
1306.4,1751561,22705.57925,11174
1302.9,1376817,17919.57763,12216
1293.55,1337460,17394.70914,15285
1289.55,1511499,19516.03731,12535
1309.15,855494,11148.16654,6836
1334.2,878836,11659.96182,6838
1327.95,780888,10361.29616,5345
1310.15,538234,7081.594928,6314
1331.7,574084,7599.788597,5579
1305.95,854488,11259.69521,6038
1263.95,1286456,16388.76574,9804
1266.4,1443199,18155.01761,10032
1271.8,960276,12241.25825,6196
1279.25,814482,10434.14897,8546
1267.9,557960,7090.110163,5929
1262.5,794889,10019.30944,4845
1273.05,710784,9041.012024,7137
1262.65,936200,11880.25161,6650
1239.6,2440745,30306.76112,9538
1296.9,4217583,54194.65109,42730
1337.25,2430128,32206.68344,20329
1319.55,2190303,28920.22883,22835
1300.5,1429725,18620.60067,15670
1301.5,1353005,17548.4999,14653
1337.5,1850972,24533.86657,12011
1353,1226610,16645.34942,7378
1342.8,970086,12941.66085,7026
1301.15,1833923,23886.09943,11632
1285.95,1569675,20359.33283,11218
1242.05,3125692,38417.66499,16681
1235.45,1660178,20468.79183,12614
1205.2,3618186,43637.64412,17302
1250.1,1903396,23642.14212,10779
1210.85,1869862,23018.26656,11242
1209.25,1596146,19378.68479,10318
1212.45,1436900,17501.34011,7091
1169.8,2164821,25700.51856,15531
1109.25,2586649,28929.49927,21548
1069.6,3193210,34200.44043,21205
1051.1,2498301,26117.30599,23729
1083.55,2538610,27380.33232,26095
1049.7,2479119,26759.55052,29280
1019.25,3869192,39672.87497,28444
1000.3,2196043,22214.04711,15893
1039.45,2216055,22941.45549,14333
1072.75,1885385,20140.25775,16167
1080.4,2218144,23675.25221,13313
1114.45,2747411,30087.23622,16389
1140.45,3018336,33632.07099,19543
1143.45,2019630,23230.63919,14294
1150.55,2489945,28550.62828,15250
1103.3,2311891,25974.61215,15674
1051.55,1406050,14946.01111,13647
1049.85,1550047,16426.77716,12540
1088.7,2164644,23130.70411,19310
1115.7,1905432,20783.81166,19696
1133.35,3263502,36791.34085,21516
1104.65,1300820,14434.55939,9290
1143.9,1521823,17148.57426,14860
1156.6,2574644,29536.91767,18264
1112.4,1995895,22435.45121,17237
1086.85,2740795,29840.56442,24846
1056,2716021,28685.63911,33600
1088,1919494,20708.2727,21855
1072.7,2016743,21733.92011,36064
1069.75,2185228,23350.84833,19069
1018.9,2927004,30345.48644,16557
988.5,1993982,19748.2364,12877
959.75,3228348,31437.14116,18544
952,2180747,20820.57339,15583
1030.3,2544501,25912.95497,19683
1048.85,1471142,15266.55371,12645
1052.75,1847144,19577.9416,15422
1093.35,2482882,26540.24033,20931
1086.55,3075951,33635.20603,20513
1103.35,2172836,23908.9825,18136
1121.85,1809829,20340.38312,24444
1097.55,2051977,22375.99186,21738
1132.75,1162310,13082.93332,20838
1130.6,1475784,16462.90287,29362
1127.7,1419262,16058.22777,24555
1168.55,2955520,34641.19083,32544
1117.75,6108295,69487.01609,46605
1122.95,431323,4861.016619,2923
1150.5,4092836,47826.61122,16943
1159.35,2049629,23686.13308,9548
1135.95,1140433,13037.02548,9343
1125.95,1674048,18911.22806,10122
1115.85,1720967,19168.74154,12703
1128.5,1851582,21026.70595,10840
1140.35,1569232,17921.21162,10778
1112.3,1802188,20350.19886,14407
1057,2915291,31312.59107,21717
1049.5,1272332,13524.71264,11064
1008.4,2133285,21829.83572,18203
1006.15,2686166,26787.75396,25281
985.55,2210100,21951.70653,22962
964.2,3491717,33404.12929,20459
947,1995224,19123.38903,36060
947,3334177,31559.5842,26727
937.1,2621078,24422.16087,27324
957.25,3037875,28898.48304,28578
967.25,1811853,17511.82696,13314
991.4,1553023,15318.11542,11328
975.8,1970083,19409.22234,14160
947.65,2602878,24917.27754,17419
972.6,2635162,25851.53481,14311
1005.95,2623926,25968.7483,19117
1032.15,2508512,25593.52125,19005
1039.55,1873993,19542.70643,14525
1003.4,2323242,23507.11013,15638
991.9,2175543,21678.72599,19885
970.4,1516382,14911.36168,16755
959.9,2545664,24290.95264,22310
959.15,2421874,23388.961,17352
949.1,2268610,21391.29109,23285
904.05,4109418,37946.22823,41731
849.05,3714298,31587.60781,30528
820.3,3895799,31998.58264,37068
854.3,2397846,20235.20919,27241
873.65,3090876,26652.61679,40321
879.95,2932357,25842.33447,26699
872,1706610,14968.95052,19197
845.25,1742237,14861.65506,20903
832.6,1947165,16131.47417,39558
815.55,2785022,22952.39146,39081
808.1,2032545,16583.8437,16830
794.8,1945453,15486.22631,14642
837.55,2142010,17633.68876,22415
848.15,3387350,28617.93438,19236
870.65,3380234,29249.88959,24541
853.5,2469065,20957.55297,22844
852.2,155654,1326.710379,1169
858.2,1752655,14889.50628,12466
894.75,1965418,17464.093,19473
933.65,3106413,28383.151,25468
940.5,3551923,33613.10295,28335
939.7,2400856,22679.70818,20168
935.25,1981422,18392.7922,17429
962.25,2652545,25563.20214,25971
933.25,1841280,17276.3283,20024
955.05,1778225,16957.43096,21164
1009.05,4924504,48772.53003,74733
996.95,3594421,36463.96316,48266
1032.6,7011924,71486.58829,76063
1063.65,4449954,46810.20526,48395
1073.05,2779461,29718.03364,18458
1023.45,2010435,20985.49742,17853
1075.05,2203159,23228.18143,17845
1088.1,2227592,23831.28545,16118
1075.9,2806667,30499.18109,24909
1099.35,2119699,23098.71435,15464
1110.05,2882435,31961.14915,20679
1113.6,1716649,19073.20187,20476
1127.2,2967018,33339.99099,20053
1134.5,2307062,25854.28344,16722
1118.05,1661450,18624.468,14799
1116.35,1476639,16519.61041,12069
1129.65,1393225,15702.49904,12719
1221,3528193,42001.27342,42797
1224.3,2528000,30608.90334,24748
1278.2,2929410,37350.65702,37458
1287.6,2033183,26295.6965,40437
1216.05,3142766,39364.70065,49505
1217.7,3100197,37847.48637,33364
1183.45,3045610,36622.20633,19380
1114.5,3051507,34520.36333,17031
1170.55,3138141,36327.00463,20747
1177.75,2541084,30086.67,18507
1152.9,1577856,18142.59446,12325
1166.65,3018407,35569.8981,21727
1172.1,109687,1286.281924,711
1150,1367511,15739.31095,10801
1147.5,3914605,45596.60842,35174
1164.85,2248366,25972.48307,17730
1213.4,2372886,28575.01747,15814
1225,1940814,23860.25352,15912
1240.6,1822438,22650.7693,11151
1274.05,2705604,34374.65961,20157
1242.4,1899184,23747.52865,18894
1216.2,2822843,35124.92167,24044
1198.95,1813073,21977.66551,21149
1186.35,2177476,26059.0552,24745
1228.75,2270010,27376.85705,22752
1176.5,2128705,25725.89296,27092
1179.35,2796088,32922.46999,30183
1125.15,2270885,25839.90533,33008
1141.5,2947670,33530.65331,34829
1115.6,1969080,22109.80958,25374
1122.05,2738630,30651.14294,36773
1146.2,2596538,29694.25445,14128
1154.8,1731666,19946.6031,10462
1175.8,1927974,22664.81528,9962
1166.65,1496075,17410.43433,10631
1145.95,1023341,11749.49968,7874
1153.55,1128122,12987.86189,11678
1157.4,1714756,19761.3458,16409
1196.5,1929913,22962.07572,20153
1162.15,2283736,27144.91479,22384
1196.85,1272484,15092.61493,14907
1211.65,3138000,37780.24286,32062
1196.3,1517817,18396.46994,14352
1195.55,1198547,14337.10052,15430
1177.15,1355032,16068.46048,27085
1134.45,1505173,17387.41208,20834
1113.9,2548535,28430.77137,54027
1094.75,2817831,30993.23786,47954
1086.65,2185738,23715.14312,26565
1104,2527504,27915.044,36425
1121.2,456767,5124.311815,7018
1106.95,1772972,19752.36222,22322
1103.25,1930499,21470.96073,16340
1058.3,2316943,24774.18103,26258
1009.75,3702478,37650.21972,28797
1022.55,3048851,30356.70524,35967
983.45,2401298,24113.35619,27946
961.15,2451776,23746.09037,24729
981.25,2456361,24128.40569,24275
1000.2,2479664,24553.26192,23608
997.65,1983588,19713.13134,19706
993.6,1726538,17195.21284,15719
971.4,1998560,19420.11207,21576
951.3,2086488,20170.22292,23515
949.4,3046588,28595.27865,29050
963.25,2309611,22193.32595,20324
965.55,1903922,18480.89998,23141
963.45,1327044,12752.515,18744
997.8,2105646,20754.32426,32345
1000.4,1809738,18175.29198,33254
1029.4,1737528,17734.28002,34391
1024,1323563,13620.77177,25683
1000.8,998076,10011.28061,19896
970.95,2458205,24006.55166,26563
964.55,1591361,15418.15254,14736
988,1568975,15170.04512,14981
989.65,1929700,19302.92694,17117
1020.35,1941934,19741.97567,14062
1057.1,2798444,29108.60569,21773
1049.4,1965273,20454.5799,20037
1036.85,1933645,20383.94555,17652
1057.6,1899216,19883.71183,20401
1044.65,2405166,25245.4065,17587
1013.05,1730531,17694.13923,19411
1032.55,1735376,17819.67963,17774
1000.15,2313608,23431.89142,27303
1001.55,1921055,19113.41831,24768
1000.75,1461290,14681.43418,18122
1025.45,1754261,17780.57463,24460
1014.3,2011688,20341.27633,27955
1012.3,2167517,22137.60036,31236
1002.75,1464827,14753.17685,28381
1000.95,1488812,15013.89671,27685
978.6,5658988,55316.69438,63464
1015.75,3319308,33371.84805,25571
1029.3,2051283,21073.93922,19212
1044.05,1739912,18174.24442,16579
1041.4,1643472,17124.71246,12934
1044,3240151,33663.61802,15927
1037.5,1478612,15343.16741,14799
1035.85,2150384,22284.05392,13895
1075.3,3119268,33084.73006,27835
1066.7,1902935,20380.6695,15581
1047.8,2129334,22365.03131,20592
1034.7,2017368,21116.48749,21796
1046.3,1851626,19405.84705,24535
1023.8,4259233,44145.12232,84772
1038.25,2200590,22718.61438,30692
1057.05,1914580,20207.36856,29955
1040.8,1780269,18645.2681,26076
1027.55,1029847,10605.49273,26260
1041.35,1401718,14570.29147,24974
1028.7,1191914,12227.62627,30921
1002.2,2307826,23355.64179,30270
997.15,2463639,25045.93067,25267
1040.35,2174856,22473.1477,21317
1044.15,2331008,24237.12412,30996
1046,1516668,15835.03554,10959
1058.5,1447167,15221.76494,15313
1041.1,1234299,12842.07158,16105
1063.6,1600101,17053.52696,19143
1091.3,2425224,26376.04314,24561
1096.7,2363680,26007.50101,21204
1087.2,1607826,17626.65938,19686
1070,2143514,22878.25154,24857
1080.85,1532892,16337.73325,17292
1107.2,1666365,18256.82338,18949
1113.95,2047213,22818.86484,15523
1110.2,1604160,17859.12618,13767
1110.7,1308503,14460.68099,15051
1108,1065952,11820.19898,18096
1094.65,1601526,17669.69891,24511
1075.45,1564006,16810.81073,20191
1039.1,2287248,24036.90103,24447
1017.25,3011821,30681.92952,41343
1018.45,1685812,17183.65731,26285
1013.25,2645176,26772.89556,32291
991.8,2735770,27350.97084,24492
977.6,2772713,27398.86637,26103
978.3,2944049,28730.49411,27744
930.25,5304880,49823.98159,47994
948.7,3427958,32361.84333,32186
976.85,2937624,28546.37463,31938
978.8,133470,1305.177034,1754
952.95,1690774,16255.0493,19364
952.85,2563207,24423.15766,22695
956,2002028,19129.1309,22511
948.05,1765254,16811.91158,18370
1009.9,4716535,46933.919,54008
1057.5,5883806,61625.48193,63347
1073.4,2559356,27347.70783,37037
1044.4,1796339,18852.9466,25732
1124.65,5542978,61192.3998,61899
1132.65,4289343,49303.10813,50001
1101.95,5739237,63554.79268,63218
1126.8,3724780,41485.38381,55800
1128.8,2323129,26273.53915,38770
1136,1748800,19948.40975,14879
1130.7,1280154,14455.38463,10897
1113.4,2489130,27811.69083,16921
1140.8,2439948,27893.20443,23012
1142.95,2657566,30169.95653,19502
1130.95,2390694,27011.76577,13690
1128.4,1685298,19103.49545,14665
1106.8,1638968,18225.27661,12961
1133.7,2441870,27235.64443,21997
1119.7,1938489,21876.03587,19834
1119.1,1834140,20515.77024,41542
1145.9,4501129,51876.90444,75429
1153.95,2644758,30262.18695,39500
1202.35,4139075,48970.04864,72019
1202.25,2690029,32238.76486,53574
1223.75,2275045,27612.61161,44291
1222.25,1380855,16856.37028,32017
1238.05,1857686,22952.97928,35689
1231.65,1738537,21460.52772,16615
1221.75,1149428,14098.23478,13160
1184.7,2739266,32808.05173,35133
1182.6,1780532,20958.57904,18135
1207.15,1354503,16229.42923,16365
1215.5,1524736,18606.46741,14150
1214.25,940076,11383.47545,10060
1220.15,1118632,13607.32298,11673
1232.05,1846176,22778.00247,21561
1222.5,1257461,15353.79717,15658
1215.1,981211,11964.99703,12483
1226.45,971454,11903.76474,11902
1222.6,263301,3225.57996,2218
1232.25,1973882,24153.33165,12867
1226.25,1981883,24369.91228,16935
1214.3,1287162,15618.9788,18180
1218.95,2456772,29977.43541,17253
1236.35,1140440,14038.32454,15351
1257.05,1652923,20828.14842,28022
1256.75,976085,12222.29445,16213
1265.8,1352128,17048.24782,23910
1290.05,1637883,21042.22314,27082
1310.2,2647233,34483.5869,34939
1319.9,1793912,23551.28026,15970
1321.6,1363466,17940.61674,13294
1322.1,926857,12238.05811,11085
1334.7,1248038,16651.2569,12810
1364.1,1480568,19922.18065,20081
1328.75,2048738,27452.50679,21780
1322.85,1626730,21535.93897,13567
1325.4,1604285,21256.07662,15640
1326.35,1361449,17980.46702,12029
1325.35,1735029,23067.69578,20277
1352.7,1165843,15630.83226,16685
1359.05,1667118,22647.66432,14613
1353.95,1771672,23860.88597,27234
1334.9,1684486,22621.3417,17428
1318.6,1460182,19271.11854,19213
1321.25,1682499,22343.31967,21600
1342.65,910504,12162.76034,18967
1351.95,1003503,13565.98374,22525
1364.3,1893523,25865.42982,23438
1359.55,1218502,16555.4827,9124
1356.55,658124,8958.431902,5960
1362.7,668722,9130.713306,7455
1386.85,1433645,19859.62783,15599
1389.95,950039,13207.96553,8671
1378.95,1252580,17263.78425,10028
1372.85,1143170,15717.39691,8742
1360.3,1218122,16521.91326,12609
1349.65,1577025,21291.62947,10710
1368,1371873,18630.88236,15560
1364.1,1314243,17928.09226,11280
1386.1,1314382,18151.68656,18497
1424.3,3397412,47927.74953,70950
1409.45,2365757,33372.92118,25880
1406.4,1440138,20311.11441,16136
1388.05,1403580,19515.3472,14250
1385.45,732873,10134.33076,9680
1393.4,1038115,14505.05536,11760
1398.4,1281771,17823.37693,11317
1396.3,1968170,27542.37136,13569
1386.25,1656661,23021.90753,16686
1412.95,3721613,52545.46701,54472
1475.45,9092773,133943.2483,87432
1501.25,4970410,74582.47875,45565
1505.15,2620571,39321.75735,36551
1509.65,1480881,22194.86708,18464
1477.7,1168344,17411.02156,17133
1459.15,1744435,25573.65189,19439
1460.1,1319530,19267.93605,10799
1460.55,1738190,25450.67167,14120
1450.8,2222388,32364.05612,13181
1494.1,5329501,79373.77999,30027
1482.95,2172257,32329.88732,18171
1477.55,888424,13146.18383,11199
1432.3,2708579,39144.40566,22714
1449.3,1707642,24537.15611,19872
1432.05,1085936,15556.45655,12070
1439.4,736093,10562.2315,10642
1439.4,668691,9652.12541,10112
1404.8,1760890,24870.56525,23228
1411.9,1099389,15524.69943,19229
1401.15,1209276,16988.96113,25060
1367.75,1066738,14708.96591,27341
1400,1593619,22180.43382,22769
1344.15,2680376,36575.21545,39502
1363.7,2718726,36603.4112,23312
1368.9,1465609,19904.60739,11680
1403.2,1559831,21690.21739,14811
1402.15,1612611,22596.43667,17895
1403.3,1094407,15244.31554,13495
1407,1180690,16625.49216,14032
1401.2,1748010,24710.13251,14636
1384.75,1019709,14169.62862,16448
1346.7,1617577,21902.81319,21326
1352.8,3616843,48387.23636,50167
1339.85,3300282,44236.03608,32228
1325.1,2334020,30812.05165,26974
1321.5,2295319,30125.27821,34267
1299.25,1528633,19979.06115,24460
1311.7,1725824,22664.61698,39341
1300.05,1335988,17470.4532,26102
1309.35,1456068,19211.30938,45287
1294.2,1330234,17218.46174,29715
1300.7,1365512,17646.0901,22411
1314.9,981343,12860.86781,9387
1301.35,1146904,14946.71419,12094
1278.15,1692725,21932.17844,16925
1243.85,1283541,16046.30128,16832
1229.55,1296810,15996.61811,15918
1203.2,972884,11826.90557,13234
1203.2,1498099,18256.09642,18654
1239.3,2009353,24629.98724,17376
1252.15,1942836,24193.00903,18351
1264.3,1582245,19914.79895,14484
1294.2,1537940,19856.38346,20730
1363.3,2397572,32075.68984,28665
1377.2,1837309,25347.27749,22318
1429.4,2260176,31853.365,32077
1441.15,2650579,38541.73483,41012
1444.8,1468130,20995.53188,40303
1503.4,3878351,57816.81714,68625
1486.35,2097993,31085.20087,20434
1475.4,1312357,19307.31357,12285
1492.7,1802189,26722.61265,19595
1516,2155118,32632.36598,17687
1474.8,1865295,27783.61787,26912
1459.75,1347820,19655.62409,19064
1503.95,1471434,21936.43548,18379
1489.7,973101,14470.98439,14103
1454.15,3121520,45514.66967,22811
1469.9,1542367,22536.19581,16959
1472.45,72080,1060.858252,847
1452,2046780,30035.67183,27531
1467.5,1268386,18566.1036,16846
1508.7,1673519,25054.67052,21719
1530.9,1157474,17724.97148,15655
1535.25,1225573,18727.09378,15765
1529.7,1421937,21842.62134,17541
1520.55,891427,13619.63998,17316
1512.95,886069,13436.79513,15998
1455.2,3525797,51381.40823,28294
1461.2,2270834,33288.39616,35085
1478.15,1015964,14904.07502,27884
1468.5,1267727,18641.9376,25303
1459.6,996802,14503.67244,25399
1432.7,3945835,56729.54908,34074
1430.55,1387998,19800.1948,15572
1430.85,1127820,16065.6137,11801
1395.45,1296263,18348.07442,16331
1382.25,2105036,29056.51942,22201
1418.1,1443651,20265.15783,19333
1378.25,3391798,47370.52053,21344
1355.25,1420349,19431.22952,16794
1322.7,2141850,28447.20449,21330
1274.45,3351339,43152.78399,30167
1270.65,1855729,23767.31999,20873
1298,1829058,23782.50505,21771
1316.05,1829771,23786.73511,24169
1286.6,1443006,18718.61129,17775
1285.05,1526759,19549.40642,17750
1239.8,1867986,23196.24116,21583
1259.7,2313560,28889.3355,25267
1243.05,1772954,22054.45388,21095
1231.45,3422320,42243.22188,37247
1248.4,2660504,33368.80166,28991
1275.05,2313221,29474.02902,30709
1325.2,1450191,18960.23233,12939
1348.8,1064799,14243.03949,10207
1308.5,1136605,15082.87703,13438
1277.85,1273407,16344.76186,13332
1264.95,1899430,24216.61214,16463
1288.05,1157188,14896.671,16973
1252.55,2156047,27030.28596,12889
1264.35,922854,11692.42752,10908
1256.75,1068378,13534.58592,10764
1287.75,918658,11856.93235,13253
1291.55,1057439,13580.68191,10537
1308.9,1089998,14202.23886,15200
1230.85,1898626,23550.11911,22710
1193.7,3588844,42939.99785,28293
1238.2,5709681,68426.74623,114327
1191.9,3728446,45263.80518,59756
1200.1,1289256,15495.89102,30948
1202.85,1090274,13191.60552,30410
1125.15,2957729,33492.18439,44577
1127.25,4295865,48577.21141,29828
1107.5,2421796,27041.62931,15904
1098.25,1718406,19008.12664,11544
1093,2915429,32322.95408,19660
1034.55,4999833,52027.23324,35383
1085.8,5143545,54560.76507,35866
1103.2,3136469,34481.40233,23634
1124.35,2996624,33086.36676,21037
1089.85,2611133,28477.59561,22787
1068.75,3235222,34568.83985,27377
1085.6,2184469,23481.33016,20474
1070.45,1973373,21122.60432,18439
1142.75,2845463,31612.67072,27477
1149.6,2480549,28372.66662,27549
1048.95,3241523,34481.6864,40437
988,2252434,22539.06427,32591
981.3,3434676,33643.17927,40561
977.95,3494670,35341.6902,54946
969.65,3137771,30557.34139,48474
981.5,3060736,29764.79396,42098
934.1,3979027,37909.1816,47071
877.65,3300090,29448.87761,56205
837.95,10230689,84113.88668,111682
850.75,6933374,58565.40227,78037
832.95,17044016,144063.2895,96630
864.3,4568669,39155.39467,49777
782.85,5918003,48337.20484,70885
801.5,5901052,46909.04335,71866
927.5,14726518,131711.426,116714
952.4,9693023,90326.82391,72989
998.3,8156706,81952.92782,57926
1029.7,6201511,62277.92825,51280
1019.95,6680748,68215.72556,53927
1059.6,5967274,62566.97913,57259
1087.55,4332115,46950.36207,46560
1053.55,3705538,39077.12019,35365
1079.6,2643707,28289.74817,29501
1140.2,5437584,62882.30548,50174
1102.35,6021509,66280.09652,73785
1030.05,4650995,48715.56415,59720
1025.55,3564895,36727.33235,49180
1034.05,3485265,35619.02866,50860
1031.35,3683826,38172.55032,43151
1030.9,2679972,27647.57209,20526
1007.85,3744196,37706.23386,24668
1044.1,2797085,28863.29431,21734
1104.7,5661431,61745.262,36919
1092.55,2947744,32358.5524,30754
1071.85,3920380,41585.83575,24060
1066.8,3362920,36520.48395,31342
1079.3,3424385,36560.08369,32696
1066.25,4490167,47998.04068,28878
1099.65,4297130,46575.22441,36962
1109.1,3206026,35755.30991,29214
1081.45,2712797,29782.44454,26794
1096.35,6624269,72221.57806,96751
1156.2,4569767,51701.95513,56010
1175.85,2841185,33394.46608,30108
1201.15,4570708,54490.92139,45025
1210.1,3941925,47569.80388,43128
1207.2,3027671,36722.53044,29013
1190.75,1672162,19933.13675,28169
1191.5,2962108,35594.59933,40262
1250.4,4362341,53500.97125,62407
1221.9,2716462,33638.42264,36266
1222.7,3142317,38189.52854,39039
1218.9,2851713,34886.35919,25436
1219.3,236741,2894.501119,2433
1227,3547680,43581.73043,32130
1213,2382580,29089.51572,24193
1171.3,2588848,31121.18492,36527
1119.2,2727350,31016.47803,34638
1077.15,3223254,35163.45473,36077
1047.85,3377013,36203.29607,35815
1030.6,7802443,80309.32082,59938
1097.1,4437159,48230.0552,57241
1139.85,2973859,33576.02119,33873
1135.05,3037305,34600.43459,31145
1131.45,2307244,26243.78961,36506
1086.3,3234108,35378.16,52437
1082.25,2293015,25034.45929,38128
1115.45,2145437,23884.71253,42872
1116.1,1464931,16381.10888,35131
1120.85,1709805,19052.27187,35029
1120.25,2181926,24621.03717,46128
1155.95,1842077,21126.41173,21595
1190.75,1797075,21257.91125,26209
1193.65,1779818,21155.36833,21636
1191.05,1649749,19627.67139,25121
1241.5,2081073,25772.4564,26402
1279.75,2219251,27958.99886,32678
1303.5,2101693,27574.66966,32026
1264.85,1485500,18893.96865,29135
1273.2,1830472,23075.90809,28167
1247.7,1280700,16070.03372,21970
1239.8,1595126,19679.1812,27404
1261.4,1685364,21201.42456,27468
1256.1,1363676,17258.34012,23298
1282.85,2066127,26449.74649,46628
1257,2244120,28275.25333,45752
1277.85,1450476,18431.23364,39882
1291.25,1164296,15080.9632,31643
1282.95,1014069,13040.72025,27055
1297.05,2694233,35017.59723,54629
1294.5,1246436,16225.62752,14900
1286.25,1412969,18264.75077,15856
1299.55,1273081,16433.49494,13777
1292.2,569885,7373.562617,6656
1272.3,2594412,33765.82783,31368
1260.9,2403748,30197.2213,23543
1256.3,1836289,22988.78958,16475
1234.25,3020062,37183.77715,31641
1211.75,2780369,33884.89953,25937
1184.85,5110747,60718.66432,33483
1164.05,3975548,46582.90476,35537
1184.9,1694072,19948.48809,22594
1177.05,2420113,28549.27294,18859
1178.3,2840552,33417.81289,30921
1176.15,3795978,44903.80748,65147
1152.95,3786564,43938.00491,36353
1163.2,1975048,22731.28265,30223
1188.55,2195982,25801.06572,37985
1188.85,2367932,28140.98416,35338
1216,3005432,36162.76206,39409
