Close Price,Total Traded Quantity,Turnover (in lacs),No. of Contracts
1204.6,2812868,34073.95813,43466
1161.1,2175910,25453.08509,48228
1121.75,2530271,28866.98031,64693
1140.25,2185105,24827.79273,46530
1108.8,2295500,25603.94284,38021
1122.95,1144558,12813.84453,15251
1123.9,1386338,15591.30089,18818
1121.8,1709081,19049.35842,22353
1123.7,1461310,16389.58712,18751
1102.95,2064960,22957.91664,26121
1125.45,1252519,14023.52407,16871
1118.95,879377,9912.49508,12253
1120.95,914443,10277.26068,11974
1119.6,1476819,16629.69603,17834
1101.5,1179872,13133.9937,16122
1103.05,1755687,19282.98815,22022
1115.25,788239,8772.181444,14706
1165.4,2136977,24585.49773,40136
1166.15,1401475,16365.30582,20253
1157.85,1954784,22622.10046,24652
1193.35,1861962,22063.04197,35145
1238.2,2562362,31381.70429,52578
1236.75,1901309,23538.51746,47304
1239.25,1876039,23220.80372,33841
1267.05,1873251,23595.16568,18141
1255.5,1931195,24422.62977,25612
1293.55,2389455,30763.6922,34069
1307.65,2642792,34473.16567,27860
1329.5,1988376,26291.59198,26861
1406.8,4716790,65748.10377,60953
1426.55,3382373,48135.74654,34553
1417.5,3966087,56802.02786,46932
1397.9,2149409,30195.69774,37388
1381.15,2106791,29582.45349,37827
1354.9,2742319,36991.80177,48993
1349.1,1894702,25852.46107,27987
1385.55,4037831,55687.66252,48650
1357.35,2582976,35279.35191,53818
1394.25,12970884,177403.1497,173131
1389.2,346269,4808.015511,6498
1410.7,3118889,44068.80421,58495
1400.9,1682522,23680.80663,39974
1430.1,2771396,39387.82124,54836
1429.95,4290428,61849.80294,68563
1461.95,2091296,30382.42813,22416
1460.5,2108678,30774.62876,22448
1468.5,2221240,32548.70503,26911
1467.15,1383806,20140.68018,30409
1434.85,1114461,16096.96729,22698
1428.15,1641960,23573.30398,24697
1422.05,1078777,15339.16326,15515
1483.95,1672182,24344.18782,28456
1503.7,2073998,31171.70899,30591
1495.75,1082389,16193.12889,20709
1445.2,938060,13768.61935,25196
1431.95,834976,12083.69315,20671
1464.65,1263648,18428.12666,35203
1503.8,1132035,16916.35413,34285
1500.1,994573,14918.94645,33179
1519.8,1633806,24845.23526,52201
1532.7,2457432,37518.67241,43993
1529.55,1773777,27278.00741,23705
1528.4,1196919,18284.39693,20658
1517.2,1334637,20426.58087,30373
1530.15,905612,13844.92739,15345
1551.55,1445455,22395.10832,21960
1536.95,1067582,16546.34898,15959
1537.7,1206946,18598.93664,17348
1553.75,1297102,20102.4003,15818
1629,2265473,36090.7696,40332
1646.55,1955495,32638.27798,33315
1648.75,1868632,31043.10483,27818
1636.5,1342412,22081.94056,19346
1664.05,1577798,26246.21748,26760
1755,3855077,68365.29853,49683
1859.6,2309376,42132.6791,34414
1856.95,1241464,23181.46532,33922
1815.15,1068753,19595.0795,30699
1841.65,889382,16351.15471,27068
1864.5,1170628,21705.36067,25003
1872.95,1743052,33080.00066,49245
1849.05,933085,17217.49461,41453
1859.9,1190020,21988.34738,48089
1865.7,2111082,39456.92505,62651
1836.15,778118,14332.26985,14415
1900.85,1190952,22391.71801,21690
1899.65,1200037,22872.00384,22190
1924.7,821940,15719.86041,18750
1946.35,1084577,21006.7829,19541
1973.6,809562,15941.52011,18027
1967.25,788492,15554.53312,12020
1932.5,843749,16357.66841,15169
1940.8,974072,18964.95714,18166
1902.75,838530,16002.64543,14046
1818,1255370,23292.76836,34756
1773.1,1370397,24349.44302,32497
1839.6,1598198,28908.66032,32284
1848.5,1938025,35916.66521,39006
1841.8,1028349,18967.79084,20662
1866.35,1167714,21789.42762,31150
1882.95,1069662,20054.23148,31560
1925,1080274,20694.10889,41842
1912.7,829983,15885.14412,30505
1927.6,1188827,22886.41006,38741
1909.2,901060,17271.35212,15004
1918.85,977483,18870.51451,15922
1920.05,827371,15933.27562,12963
1926.85,759564,14667.34193,10618
1925.7,923628,17841.45503,14636
1935.9,865455,16731.43451,18087
1923,635941,12263.62711,9992
1888.25,906279,17278.9004,18256
1873.6,1190125,22391.22067,19490
1862.05,1771452,33259.48325,34727
1816.65,1021170,18831.22433,23249
1846.6,659397,12124.37796,14046
1898.9,711517,13366.11684,18838
1963.8,1224032,23745.25514,33915
1954.2,722632,14142.04838,16695
1995.8,1300062,25678.43114,38716
2023.35,1150188,23237.36564,30790
2016.3,1104627,22316.20858,36934
2000.05,1739747,34936.99096,56443
1996.7,965779,19262.90713,25266
1985.75,855596,17014.25331,32475
395.35,5838272,23426.11552,35599
401.7,3945078,15702.55795,44184
391.65,5899359,23356.46167,31504
387,4556225,17778.8267,15401
390.85,3189855,12485.4734,10028
392.95,4565734,17876.00797,13487
383.2,3328178,12864.73005,12313
381.1,3629281,13897.40183,13047
371,4082447,15194.37357,12653
376.75,2245416,8434.902062,8796
381.85,2849902,10792.20803,10591
373.9,2422893,9109.968329,11152
377.8,2695108,10143.83544,11414
394.7,5628495,21845.45404,20352
397.85,4398164,17548.48756,15285
394.2,2593423,10227.7413,9360
398.65,4041960,16131.99708,16331
402.8,3805460,15338.57249,19845
398.75,3188868,12863.90918,26658
397.6,2960035,11710.83793,29123
398.75,2117053,8464.836172,18922
397.25,3524112,13978.66358,29769
405.4,3827810,15421.44022,14724
409.25,3827990,15660.4929,15679
413.7,3913893,16132.31866,15488
416.4,3577070,14774.22585,15889
415.95,3236260,13472.88695,12340
420.75,2644489,11074.59599,13503
418.7,2014481,8430.538832,8469
416.5,1554785,6471.300692,9919
418.5,2920679,12253.93963,12929
416.95,2314502,9653.371691,8456
411.65,1665845,6867.008427,9625
399.15,3811175,15349.06961,18152
397.95,2328500,9293.065811,13434
405.3,3458236,13910.53438,20836
407.65,4701389,18979.96986,36328
408.2,2407552,9818.898105,24921
399.1,2235528,9001.173282,33408
397,3007551,11934.38501,25513
377.85,6647739,25408.01782,41793
389.55,6000406,23044.61226,22616
386.05,3209235,12424.35364,10063
377.7,4660370,17752.25455,19274
379.95,3024329,11448.82236,11295
373.6,3348273,12693.18295,12151
379,3182969,11997.07967,13775
387.4,3069354,11850.76887,13036
379.2,2560762,9752.925263,12631
386.9,2666892,10232.47365,11872
397.1,4935617,19499.32157,24499
393.65,4382823,17440.55658,20633
401.6,4816107,19273.47912,24849
417.85,6484171,26961.55355,28861
423.05,3970498,16778.1386,15980
424.45,2526798,10711.13762,13571
423.75,629020,2669.682128,1312
426.8,2876993,12249.06529,22945
424.2,1995946,8502.294151,21426
425.55,1931522,8213.701255,24958
430.2,4258888,18216.70536,30146
439.4,3941516,17236.55209,13880
445.25,3817449,16928.35213,12221
457.95,4713467,21417.68248,20585
469.05,6220448,29069.38137,26931
460.5,4280640,19870.06648,19397
466.7,3472821,16168.44357,16314
481.15,5416022,25801.39103,25783
473.6,5237971,24960.31533,23828
476.9,2753729,13143.34356,16429
475.9,2141989,10163.55468,13646
474,2773087,13179.99661,15345
470.2,2667750,12550.40168,16426
466.65,2510781,11687.19374,14683
476.95,4741296,22644.55178,33833
478.15,3562884,17070.98255,24780
470.75,3474162,16372.88751,25184
470.3,3726653,17467.77649,32136
469.4,7283496,34081.29105,38824
481.2,5227699,25198.76822,19401
489.15,4634567,22674.75272,21368
493,4191689,20514.72259,24039
499.05,3424250,17046.32343,19847
499.95,2709507,13457.94554,18775
498.55,2798293,14039.42946,16870
496.6,2150646,10724.92443,14393
488.8,2722580,13360.66947,16605
489.25,3317262,16305.4687,15954
490.5,3583840,17469.80709,21190
483.4,2915819,14205.70331,16010
476.75,2929634,14092.54565,18062
472,5702983,26867.88829,27037
474.85,5852857,27758.43616,31292
487.95,3782348,18331.29221,24896
490.25,3189647,15690.29243,24802
498.3,2813921,13858.96645,38577
493.8,3753789,18775.96551,51890
494.3,3181539,15715.02518,42684
494.45,2133879,10562.48615,20334
494.1,2230958,11033.24171,14767
498.8,1996949,9899.968226,17164
502.4,2356002,11852.2055,21692
503.05,1351985,6779.901723,9714
514.3,3852825,19738.86873,31749
517.55,2561430,13262.08707,22760
499.05,5284530,26584.93012,43913
498.65,4245189,21212.71321,35657
501.95,5637844,28242.43596,33116
494.95,5078463,25194.66988,39005
501.55,2290147,11451.09188,30231
504.5,4069260,20624.62511,35786
499.6,2973231,14850.14114,30780
514.05,6670800,34438.49431,60161
514.8,6920742,35810.11781,71420
528.95,6113156,32203.41528,58411
551.4,6934581,37684.48315,75270
547.25,4459351,24544.68749,48709
564.75,5546866,30981.09439,69298
565.15,4975114,28229.42834,71885
592.1,5376830,31321.44716,109133
590.6,6370073,37620.46818,101811
599.5,5424486,32178.81557,84120
588.1,4497194,26687.30899,52709
617.3,6307718,38220.99941,65130
586.6,9290016,55787.09734,91806
558.6,10773056,60705.3873,92222
565.9,6865785,39185.12268,56021
563.15,7706020,43140.99614,59925
553.6,4334546,24315.3398,37954
554.1,9809275,54634.00653,64777
569.25,6200994,35111.00777,41272
578.75,5849894,33430.25525,45719
581.1,4633409,27023.90318,44816
570.3,4284303,24616.67611,43017
569.5,4695905,26753.19166,37302
565.25,5349212,30091.7953,57352
561.5,6025707,33939.82508,55126
549.05,6089272,33838.96854,57766
551.8,6155111,33815.83494,81991
553,4185156,23210.10895,59378
552.3,5579001,30696.0259,73173
567.15,5791546,32482.11125,39990
612.6,16352608,96901.86989,123603
647.55,13205219,84284.6219,101964
631.4,6817671,43216.71584,53340
612.75,10097232,63630.80379,95942
616.8,6914112,42419.57048,66235
591.6,6043383,36077.144,54088
585.45,5791801,34042.73383,55167
583.85,5816344,34082.29683,48767
584.1,4512080,26492.60137,33540
570,6749149,38668.76696,59418
568.6,6445254,36593.81593,52438
580.1,5627580,32363.59342,57932
581.25,5847672,33962.56269,49999
563.55,7705218,44647.29339,90503
556.25,8160665,45513.71945,84350
555.2,4191424,23370.0844,49441
558.05,6309451,35182.02499,89168
562.2,5578540,31315.75414,74902
544.3,9233047,50835.57023,103669
546.4,10655577,57537.61085,62564
563.55,6631597,36867.72778,41087
560.2,5970862,33738.69708,42839
569.65,3753262,21190.92076,35397
569.05,4305263,24470.15071,32138
557.85,6754389,37944.98111,55855
555.9,5750765,31974.38231,40444
572.15,9653162,54843.52247,74696
568.05,4938698,28157.0192,32794
566,4596222,26079.47264,32356
550.2,8869483,49964.188,61212
550.8,7288785,40085.35603,56728
533.7,6618167,35760.89043,54164
518.25,7836613,41218.16689,64800
523.2,7204472,37924.30336,48552
540.1,6947536,36891.38415,62244
538.2,5464184,29584.77097,60179
527.25,6533254,34371.26493,59678
524.2,7839080,41525.70682,78001
535,6322607,33684.68414,85618
551.95,9301407,51036.97065,152806
567.8,15658642,89488.71036,186733
568.35,4309985,24523.30897,36541
565.85,5385676,30582.67391,41246
543.3,7698992,42245.41385,55683
527.35,5848608,31252.259,51172
540.8,10010992,54040.47309,38970
551.1,6700085,36811.01505,34679
532.35,4943428,26609.51437,39818
558.5,7971625,43940.79978,75933
555.85,4929250,27350.04889,39887
562.05,5825462,32835.55691,37030
567.5,3944770,22254.96637,26700
561.45,6047850,34208.26303,43864
558.25,4763209,26745.1992,30829
570.45,6157883,34904.66704,53895
568.65,4265332,24446.48159,50371
562.1,3426379,19370.16231,50472
564.25,2475418,13944.89397,49333
577.8,4120709,23660.26256,79815
574.65,8272414,47717.4926,80892
585.4,3421723,19907.51684,31845
578.45,3142413,18288.81775,23281
553.1,6978299,39444.31672,52007
550.9,5114150,27903.19461,38311
556.4,7432416,41248.16098,36267
548.4,7028734,38809.03565,30023
553.6,6286247,34711.96471,29649
558.7,5252618,29366.28787,29636
564.5,7919473,44660.08457,29729
546.75,7608358,42350.14503,42902
551.45,5518696,30207.58175,30329
550.05,5896234,32414.60924,28921
551.15,6283177,34357.62874,29833
549.25,4522392,24942.66365,27296
550.05,5579425,30754.81935,33739
551.55,6783585,37408.40337,35359
572.15,7325101,41692.60221,71129
571.3,6608481,37882.51858,67198
571.5,5427984,31120.56952,52737
570.05,5953158,33984.64168,47942
565.5,4432487,25047.00127,23528
562.7,5390158,30009.13366,30303
558.95,5479844,30574.89248,26092
578.65,7663185,43592.05678,39787
584,9886455,57524.24566,36869
585.95,4422432,25870.00869,27080
584.2,4973984,28889.68638,31529
586.2,4969526,29165.59297,26597
576.65,6414143,37179.45385,34703
571.7,3602432,20610.68952,21756
578.1,6853759,39443.94549,27324
581.95,5161182,29880.95149,29175
583.9,4566647,26656.3632,25550
584,3307716,19386.82714,21319
608.65,14142842,85493.37829,94351
602.1,5847889,35350.44103,50201
599.9,4688323,27956.72103,36399
584.65,4375934,25928.92527,35365
589.85,5900119,34677.24499,36329
583.75,5569255,32797.4425,45527
580.45,13673495,79921.26161,150185
555.8,9829067,55353.58938,83348
561.25,8129213,45315.68587,71030
567.2,4635380,26232.24511,54616
565.7,6484751,36976.08612,61570
573.5,6283549,36060.83574,29330
576.7,4355574,25203.88393,27362
580.1,5903968,34122.36806,37137
580.4,3419273,19916.84137,20158
584.75,3125993,18230.77825,18385
580.3,2298504,13338.76638,12971
575.9,2402572,13957.91189,16717
571.25,3168648,18216.82971,25672
557.85,4787034,26917.43395,27650
567.55,5982710,33882.31494,25449
570,7528941,42474.82351,56234
561.4,4466163,25151.66996,30399
561.35,2952439,16572.74111,26864
554,4135059,23017.46221,26948
533.4,8909772,48090.96943,62812
525.3,10454764,54683.57174,54931
482.05,17627734,86727.92971,87209
502.95,14248966,70402.66816,90790
495.6,6910566,34307.31016,61583
509.25,11302689,57085.22293,69484
508.15,10015309,51852.82774,50069
507.75,6111825,31204.61839,27189
480.1,8843551,43099.51497,43248
466.6,11537443,54389.42437,46884
486.9,8651466,41536.86633,42103
468,8969600,42033.45276,42301
449.85,9743637,44751.41642,41368
473.9,12602488,58418.0636,52601
486.25,11672474,56710.61071,52743
482.6,8384392,40216.76313,38619
481.25,7212180,34926.20762,34261
496.2,5537347,27214.20393,32538
482.75,9567400,46722.77676,38677
494.25,7293528,35903.35198,42221
517.45,18814281,97040.86048,73795
528,7516002,39205.51048,58053
509.7,7358434,38326.76845,76972
511.7,7602683,38543.29653,88441
513.95,6911468,35424.24889,67647
506.7,6526803,33594.77889,30219
504.5,19935063,100197.7543,82837
495.65,12199436,60730.71809,54701
496.25,8137042,40412.19144,37861
513.25,9558125,48660.46841,41822
506.4,8226452,42080.9427,36586
496.8,11251639,56468.95996,39135
491.5,9941551,48749.96031,43158
490.45,10368020,51147.35586,43628
487.05,5566595,27350.77172,28570
490.9,7268043,35571.80958,28451
495.5,5645540,27913.86234,27078
498.7,5251039,26226.52446,31256
504.65,5875167,29373.16249,40399
506.65,4242869,21459.97712,28582
509.4,5729459,29201.11845,29053
511.75,6245542,31838.98687,32703
525.65,11628906,60567.607,63280
521.05,8015119,42146.1437,53519
521.8,13011580,67957.97942,108781
482.9,33157058,161290.2671,185283
468.95,22054683,104141.1127,105705
475.4,16103533,76144.12161,38509
478.25,10316509,49203.84302,20147
474.65,9337442,44778.18431,18410
472.5,6319148,29964.17949,16730
463.8,8078032,37541.91998,20130
465.15,9185858,42624.42364,18867
464.95,9643857,44417.49373,25947
468.35,7040567,33029.33255,21480
480.35,3012461,14466.09903,11348
484.95,10014779,48274.32883,33822
481.45,6488927,31212.69347,23531
475.6,5944197,28393.17408,23870
463.55,6081331,28513.66217,27484
463.05,8717250,40459.25644,23626
459.85,11446890,52838.78136,40199
462.7,7774882,35917.57159,40719
463.85,5388027,25041.36881,40772
465.3,26648537,124187.5216,47076
471,10288912,48486.11782,28093
469.15,8926273,42033.42495,16200
461.6,11177827,51722.29016,26776
459.5,7152991,32900.05521,14512
462.5,8154164,37652.76996,20973
460.5,7000002,32188.43188,17505
462.3,6335649,29273.25197,11978
458.8,7003729,32248.68184,13664
450.6,8745990,39527.52574,22255
449.95,10192522,45735.50105,18869
440.65,15589823,68955.75336,32000
431.35,10389129,45246.60278,28911
436.1,11058615,47959.37259,20850
438.15,8881531,38959.33901,24323
435.55,11529678,50170.53345,37636
432.55,10297545,44843.59464,33993
442.35,5061836,22264.98494,27125
446.7,8722574,38989.65181,41502
452,4493436,20261.03549,21371
450.75,3633255,16402.64161,19407
455.35,5914945,26811.50463,31443
458.35,5987050,27316.26143,37480
455.1,3766369,17194.03587,41281
449.1,6329611,28535.12891,42559
449.9,3345654,15047.32651,11715
438.4,5862854,25850.45453,21696
436.45,5579449,24363.36874,15060
430.7,5756267,25025.4988,17080
409.25,13787371,57168.69071,35274
413.7,11307470,46734.4097,20845
417.2,10352347,43191.74425,27045
406.1,13070476,53141.88465,34352
406.7,15873927,63897.95511,44213
390.6,11776737,46390.62775,32856
374.25,13178892,50510.70243,40133
373.2,14117119,53144.05707,47057
393,14215698,55299.82802,42347
387.6,15605644,59794.43134,58588
409.15,28200956,114511.5974,106726
424.15,15009103,63335.60106,73178
420.85,10252421,42980.1743,58872
415.4,8648945,36002.84941,62342
405.65,9370465,38278.27316,58352
408.4,13667701,55100.72964,36816
399.3,10700914,42873.04461,24521
390.9,12131028,48139.76405,38677
380.55,10077279,38654.66789,30247
382.75,11472602,43714.62036,30504
399.55,11677917,46067.00201,32204
408.55,11996680,49390.23997,42174
399.9,6550274,26340.7405,27134
393.6,10922352,42823.68037,29513
377.2,8076824,31197.2684,33296
391.1,28434501,110088.2045,55678
417.65,13964589,57515.44802,40308
405.8,12445006,51439.22505,34679
403.1,10197761,40875.30031,30234
398.05,12069460,48572.86913,36979
392.5,12915275,50705.94632,29203
397.15,10284642,40700.30566,47570
385.15,9955791,38739.53876,55536
386.65,11983475,46109.20952,54856
378.2,9491615,36302.92068,62993
386.35,9588881,37077.62367,22777
375.75,82022905,312103.6165,64040
392,12822550,49755.03008,33329
407.25,15332044,62499.00133,40267
417.15,14677533,60481.37321,28491
416.05,8992492,37252.24274,26326
411.75,6921273,28715.96101,26171
416.85,8437253,35042.79491,26344
413,5631550,23328.62954,23617
412.8,8348484,34648.93246,31665
415.45,6963673,29060.85491,22413
418.85,8188560,34318.79755,22048
424.6,8290044,34694.20883,36345
428.15,11080947,47693.12145,43718
436.1,6675930,28914.05729,26848
444.5,8910574,39412.9277,29551
441.25,8004834,35360.79344,30493
437.5,5018310,21957.4982,24497
422.9,9200929,39526.59598,49025
429.45,6674980,28608.49116,51307
444.25,9551121,41980.55778,39382
444.15,12671936,56246.00507,43147
449.9,8827751,39501.77047,22839
444.75,5347581,23842.97754,13597
432.6,12100258,53204.87967,35018
424.65,7457831,31874.0165,18600
426.65,5374072,23043.55501,18937
421.6,6881318,29044.95416,18658
429.8,6221772,26454.76747,19993
434.05,5586212,24213.65229,15830
440.5,9091282,40190.22789,23463
445.25,6674315,29534.97596,16629
459.1,10775664,48998.72048,33809
467.95,11717618,54958.1909,35646
475.85,7323373,34517.5922,27382
469.9,7474910,35084.57273,41677
480.2,12685893,60082.75023,99672
465.5,29544825,138096.9069,99353
468.05,16457436,76843.11268,63346
472.4,10883473,51382.27495,32829
471.8,9439328,44596.05997,24170
470.55,8097969,38161.10719,22024
462.45,8777977,40697.64722,25269
461.05,8736141,40339.6576,22228
461.45,4804806,22153.4789,11951
477.1,10228014,48110.34705,24007
487.95,12131886,58721.37196,30411
498.2,21878712,108398.7322,43006
492.55,13528266,67488.89409,35324
490.65,7426191,36413.76709,22456
486.45,5809867,28145.6448,27853
503.35,8982435,45006.82419,39335
501.1,8241793,41145.55261,26667
490.5,5989236,29634.18054,26806
490.6,5012902,24641.03338,20016
486.5,4700955,23071.87831,24592
488.95,4838908,23577.94092,32419
502.15,7144175,35732.87827,44892
519,11207975,57249.62652,56815
512.4,7699491,39738.69059,23487
513.7,4892196,25312.1404,13522
515.2,5706744,29373.26005,13921
511.95,9559476,49668.09893,27981
524.35,7013241,36214.61919,25188
542.65,13581215,73386.61102,37768
532.85,9416306,50390.02621,19899
534.4,11455340,61044.16377,25334
539,6988719,37581.83824,20595
542.6,7019405,38046.99076,20685
541.05,6382258,34679.9614,23252
531.15,6788154,35884.90367,22881
529.65,8234417,43564.29575,17321
528.8,7836638,41354.47727,22586
523.45,5375177,28079.54076,24340
526.9,7201452,38175.40057,23768
522.45,11335041,59043.72997,27483
517.4,5301794,27530.82695,18309
516.2,5374493,27840.45962,19104
526.4,5874012,30613.85324,26109
510.5,9745784,48908.68656,56026
514.45,4612787,23754.77601,30751
514,4479273,23085.50172,31772
517.85,4721178,24395.2925,27047
533.5,10912401,57933.91293,50341
542.9,6701034,36304.7728,16319
543.85,5173772,28118.86543,11322
539.7,5219466,28233.24196,17816
542.25,4650991,25253.35223,16624
546.45,6016471,32733.87936,14263
544.4,6082359,33264.79242,15005
561,6541827,36367.80972,25961
556.85,6365885,35438.91893,16471
560.25,4020476,22470.16934,12947
565.05,6247207,35305.85077,20968
571,6641864,38053.65211,20393
565.45,5547223,31489.83011,13632
558.25,5258296,29500.04826,19301
538.05,9416152,51345.76732,36883
537.7,8134377,43838.61361,47482
538.1,15701682,83429.33918,80042
553.8,11437473,62904.42228,65411
548.85,7787071,42707.74079,48233
543.85,12174235,66185.79672,41524
546.15,4861274,26605.15521,13565
550.55,7026398,38792.45875,17226
549.65,5749264,31710.66761,13664
549.35,6489800,35508.04183,17526
547.5,5769753,31713.86017,17067
567.25,8030392,45212.87968,23597
571.15,7360104,41899.27166,12610
574.1,7958291,45533.34398,19275
567.9,6611328,37488.45881,15423
569.75,5098948,29094.33054,18762
591,13209690,77322.54643,28894
583.3,11126973,65081.95251,18716
589.5,9879769,58494.42448,21568
593.15,12089285,71884.77392,15716
588.55,9209878,54415.63277,15809
580.25,9499230,55348.22281,24239
582.5,6963978,40574.65458,22139
583.4,5835501,33950.17179,21670
586.55,17177795,101130.3846,40467
586.4,7531289,44034.97234,12988
589.15,12461059,73709.47209,20471
591.15,11834475,70194.53147,21600
596.85,120541914,717955.0363,72009
596.65,10204784,60943.55518,32206
599.2,7279782,43525.12521,15667
635.9,15252302,95173.99703,42595
625.1,11869960,74838.68903,27174
629.35,8039571,50347.58001,25043
613.1,9795054,60468.73329,25554
592.1,8471237,50225.56833,25564
601.8,5915220,35369.89444,19010
588.75,7145326,42091.28433,25886
602.2,19309804,116377.319,41401
594.35,5311980,31748.08827,16741
592.95,4538973,26892.66621,14659
598.9,5480087,32769.1188,16787
591.8,10205715,60969.60181,40572
557.45,30222177,171525.6466,105787
547.4,14880674,81993.11506,62863
541,9085199,49709.8421,56743
549.1,10240083,56003.28617,61100
539.3,16581655,89392.91935,87217
541.35,5781645,31239.83823,21838
550.9,5276340,28987.58775,19852
546.6,5690321,31127.04994,21111
535.7,8222912,44409.65862,24470
530.8,10646794,56347.72648,30843
533.85,7702773,41197.38402,25591
531.55,3261598,17400.04254,12113
518.8,10008090,52324.43936,28449
520.65,4314775,22445.18678,18413
519,7930102,41658.07399,31230
532.45,13532992,71135.89064,36672
535.55,10754624,57644.91223,35345
540.05,6969699,37672.87108,32592
526.1,6526349,34445.31422,32436
521.55,10660533,55587.17805,42094
529.1,7356952,38768.80622,57298
487.55,38780250,190009.4296,143214
485.65,17198496,83300.24265,78821
486.9,12688495,61916.36797,25859
487.7,937701,4581.792647,2655
475.8,10425548,49982.549,24135
476.8,9885845,46867.32121,31864
475.85,6631504,31592.13427,19581
478.7,10868004,52200.09453,31754
485.4,6990315,33946.28217,18005
490.85,7460548,36463.52234,21798
487.55,12824970,61723.43552,45508
506.95,11433458,57875.75579,52134
498.75,7085764,35512.45656,43330
479.3,11822835,57679.1941,40365
472.7,10704594,51178.60866,35406
474.1,10250008,49002.50927,28720
473.45,4572569,21711.07227,24341
465.7,6217176,29099.74447,38743
470.75,7313923,34052.98567,39838
480.5,6477616,30916.88174,52934
468.2,8199524,38652.91056,42174
471.2,4674455,21946.09733,20439
472.9,8268812,38868.72426,22884
464.65,7612624,35716.66367,19526
469.85,13575386,63359.98322,19669
466.05,7451748,34831.20005,15241
459.95,6381901,29512.70882,22206
460.75,4995436,22977.63202,18543
455.95,5465618,25048.13783,16544
447.1,7558363,34199.48613,28838
449.35,7629221,34375.43569,16877
456.4,7780448,35172.5475,26714
445.1,6849079,30662.58545,33490
452.95,8404874,37648.67827,21622
467.2,12775149,59336.44922,41313
478.1,18021627,85308.99869,51755
472.8,20477361,96951.77429,33079
467.6,3735250,17502.87175,13455
461.65,4836019,22412.92415,21711
457.7,4454408,20547.09483,15606
447.55,6540181,29336.57546,23317
438.1,9018273,39840.23769,30963
432,4494204,19371.98257,25786
437.65,4694669,20451.80055,24750
440.05,5072550,22462.51318,38659
444.25,6082573,26907.75731,34749
449.95,4616817,20783.87355,11775
447.75,3054394,13628.00099,12115
455.25,4621782,20957.16069,17494
453.1,3703873,16854.72271,12693
458.05,5829373,26725.28207,16767
455.2,4431212,20260.48015,16593
452.75,2690456,12240.48274,10583
447.35,9436151,42168.49684,32869
453.6,5678047,25721.13987,27841
455.2,5106342,23331.51503,24057
472.8,12693510,59574.12221,45802
477.25,7430300,35408.22413,28806
487.2,11331156,54776.55783,30873
488.5,8789347,42865.06347,29919
483.8,7688347,37190.35598,37049
450.75,30189779,137363.6957,113350
445,16502895,73397.42399,51794
451.25,7103963,31896.46189,43493
463.55,14328065,66041.23416,56387
472.85,8821164,41833.70882,27238
471.9,4525720,21426.52452,11771
466,10629001,49610.1959,15854
475.65,8340303,39339.35007,30125
482.55,7557596,36493.13863,27716
490.7,7134563,34786.84029,28757
498.3,8575116,42583.70811,31114
493.4,5242366,25951.59876,25882
487.6,9694192,47162.15651,27486
485.25,7938519,38743.75748,25992
488.9,10345868,50598.84994,19682
490.3,6626404,32493.74743,21741
486.9,4089031,19867.36752,19030
488.2,6242589,30483.00826,27048
493.15,5218900,25617.80033,18245
489.1,12983330,64338.16568,47898
481.05,5840632,28320.55083,32260
504.35,16440027,81071.80962,91818
525.3,20167381,104705.7114,96670
528.15,10360480,54428.40137,50123
508.95,7372140,37855.67297,20767
506.65,5799421,29453.31738,12269
513.4,7624002,39370.36709,20470
506.3,7112655,36434.97546,15479
512.9,3965255,20249.18628,14601
518.65,6994407,36180.96807,17386
511.8,6043543,30962.11674,12227
510.15,8850848,44830.02669,21706
516.4,8560015,44130.9043,19884
515.9,5494130,28336.35516,14303
510.9,7975713,41330.41017,24040
511.7,6248549,32017.58798,15088
513.65,5362177,27556.51087,15781
517.15,20296836,104882.4244,23650
502.85,4932998,24977.46894,26728
488.3,11017752,54009.50323,34065
485.45,12685275,62505.79613,65133
488.25,6942275,33817.55459,23612
489.35,5501203,27027.89975,30558
487.15,5384510,26267.97163,29950
502.8,11194711,55847.9555,80741
504.2,12677454,64164.35366,95502
499.25,8454772,42221.95915,61573
490.8,6985211,34663.05377,19600
500.6,5755303,28704.56778,21408
508.3,6595144,33329.31524,23358
508.7,9928098,50729.12678,31624
504.2,5019268,25523.60473,20277
510.75,5986936,30521.91516,20065
515.05,7406691,38017.31526,24268
506,6161411,31543.36758,25236
507.55,6216374,31517.48057,19256
502.35,4070932,20545.2367,14852
499.65,5450454,27553.6078,21054
499.5,7447021,36870.9638,24173
488,8153829,39964.93725,22166
486.25,10301245,50474.81726,32982
498.65,14182302,70126.17084,60509
516.4,13778124,69850.55405,83828
517.15,11516903,59664.54489,95633
506.6,22108735,112532.1919,126243
509.65,9287281,47422.39556,27066
505.55,7539462,38159.46552,24343
500.85,7220815,36334.86202,21836
518.85,15719994,81146.72414,58026
504.5,9440005,48082.2392,38649
511.2,6834456,34822.45185,22164
518.2,7872272,40650.38642,29615
526.35,8812464,46112.32396,44758
516.9,8962710,47141.40502,45885
503,9934430,50371.03794,50997
500.1,8806756,44293.84193,31781
501.5,8610492,43039.38307,29924
502.8,6443135,32401.54193,24199
492,9227022,45669.92829,31941
501.7,7611430,37988.99957,32081
502.3,4970982,25003.82611,31411
500.6,7549551,37760.2809,50399
499.3,7271148,36239.01991,42639
507.45,9157557,46190.22578,58859
511.45,5995136,30506.82635,22037
